"dialog_id","turn_id","context","target"
"1_00011","12","<|begincontext|><|user|>Can you help me find a place to eat at?<|system|>Which city are you looking in?<|user|>Cupertino, please.<|system|>What kind of food would you like? American, Indian, or something else?<|user|>Malaysian sounds good right now.<|system|>I've found 2 Malaysian restaurants in Cupertino. Merlion Restaurant & Bar is one.<|user|>What's the other one?<|system|>Rasa Sayang is also is Cupertino.<|user|>Does the restaurant have live music?<|system|>No, they do now.<|user|>Sounds fine to me. Can you help me make a reservation?<|system|>At what time?<|user|>A quarter past 5 in the evening, please.<|system|>So you'd like a reservation for 2 at 5:15 pm today, at Rasa Sayang in Cupertino?<|user|>No, I'd like it on March 13th.<|system|>So you'd like a reservation at 5:15 pm on March 13th?<|user|>No, I'd like it at half past 12 in the afternoon.<|system|>So you'd like a reservation at 12:30 pm on March 13th?<|user|>Yes, sounds good.<|system|>Your reservation is confirmed.<|user|>Does the restaurant serve alcohol?<|system|>No, the restaurant does not serve alcohol.<|beginlastuserutterance|>Thank you, that's all I need.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Cupertino|Restaurants^cuisine->Malaysian|Restaurants^date->March 13th|Restaurants^party_size->2|Restaurants^restaurant_name->Rasa Sayang|Restaurants^time->12:30 pm~half past 12 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>THANK_YOU->Restaurants^~|GOODBYE->Restaurants^~<|enduseraction|><|beginaction|>GOODBYE->Restaurants^~<|endaction|><|beginresponse|>Have a nice day.<|endresponse|><|endtarget|>"
"1_00012","1","<|begincontext|><|beginlastuserutterance|>Hello, could you help me search for a place to dine in?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|><|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM_INTENT->Restaurants^intent~FindRestaurants<|enduseraction|><|beginaction|>REQUEST->Restaurants^cuisine~Italian~Indian|REQUEST->Restaurants^city~<|endaction|><|beginresponse|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|endresponse|><|endtarget|>"
"1_00012","2","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|beginlastuserutterance|>I would prefer a restaurant which serves up Cambodian food in SF.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->SF|Restaurants^cuisine->Cambodian<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^cuisine~Cambodian|INFORM->Restaurants^city~SF<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Anh Hong|OFFER->Restaurants^city~San Francisco<|endaction|><|beginresponse|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|endresponse|><|endtarget|>"
"1_00012","3","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|beginlastuserutterance|>Are there any alternative restaurants?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST_ALTS->Restaurants^~<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Aux Delices|OFFER->Restaurants^city~San Francisco<|endaction|><|beginresponse|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|endresponse|><|endtarget|>"
"1_00012","4","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|user|>Are there any alternative restaurants?<|system|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|beginlastuserutterance|>Sure, that sounds great!<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian|Restaurants^restaurant_name->Aux Delices<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>SELECT->Restaurants^~<|enduseraction|><|beginaction|>OFFER_INTENT->Restaurants^intent~ReserveRestaurant<|endaction|><|beginresponse|>Would you like me to make a reservation?<|endresponse|><|endtarget|>"
"1_00012","5","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|user|>Are there any alternative restaurants?<|system|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|user|>Sure, that sounds great!<|system|>Would you like me to make a reservation?<|beginlastuserutterance|>Yes, please do so.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian|Restaurants^restaurant_name->Aux Delices<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM_INTENT->Restaurants^~<|enduseraction|><|beginaction|>REQUEST->Restaurants^time~<|endaction|><|beginresponse|>What time would you like dine in at the restaurant?<|endresponse|><|endtarget|>"
"1_00012","6","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|user|>Are there any alternative restaurants?<|system|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|user|>Sure, that sounds great!<|system|>Would you like me to make a reservation?<|user|>Yes, please do so.<|system|>What time would you like dine in at the restaurant?<|beginlastuserutterance|>I would prefer to dine in at 19:15.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian|Restaurants^restaurant_name->Aux Delices|Restaurants^time->19:15<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^time~19:15<|enduseraction|><|beginaction|>CONFIRM->Restaurants^restaurant_name~Aux Delices|CONFIRM->Restaurants^city~San Francisco|CONFIRM->Restaurants^time~7:15 pm|CONFIRM->Restaurants^date~today|CONFIRM->Restaurants^party_size~2<|endaction|><|beginresponse|>Please confirm your reservation for 2 people at Aux Delices in San Francisco at 7:15 pm today.<|endresponse|><|endtarget|>"
"1_00012","7","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|user|>Are there any alternative restaurants?<|system|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|user|>Sure, that sounds great!<|system|>Would you like me to make a reservation?<|user|>Yes, please do so.<|system|>What time would you like dine in at the restaurant?<|user|>I would prefer to dine in at 19:15.<|system|>Please confirm your reservation for 2 people at Aux Delices in San Francisco at 7:15 pm today.<|beginlastuserutterance|>Sorry, could you change the booking to 18:30 for 3 people?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian|Restaurants^party_size->3|Restaurants^restaurant_name->Aux Delices|Restaurants^time->18:30<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^time~18:30|INFORM->Restaurants^party_size~3|NEGATE->Restaurants^~<|enduseraction|><|beginaction|>CONFIRM->Restaurants^time~6:30 pm|CONFIRM->Restaurants^party_size~3<|endaction|><|beginresponse|>Sure, please confirm your reservation at 6:30 pm for 3 people.<|endresponse|><|endtarget|>"
"1_00012","8","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|user|>Are there any alternative restaurants?<|system|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|user|>Sure, that sounds great!<|system|>Would you like me to make a reservation?<|user|>Yes, please do so.<|system|>What time would you like dine in at the restaurant?<|user|>I would prefer to dine in at 19:15.<|system|>Please confirm your reservation for 2 people at Aux Delices in San Francisco at 7:15 pm today.<|user|>Sorry, could you change the booking to 18:30 for 3 people?<|system|>Sure, please confirm your reservation at 6:30 pm for 3 people.<|beginlastuserutterance|>That's fine for me. May I know where they are located at?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginrequestedslots|>Restaurants^street_address<|endrequestedslots|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian|Restaurants^date->today|Restaurants^party_size->3|Restaurants^restaurant_name->Aux Delices|Restaurants^time->18:30~6:30 pm<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^street_address~|AFFIRM->Restaurants^~<|enduseraction|><|beginaction|>INFORM->Restaurants^street_address~2327 Polk Street|OFFER->Restaurants^restaurant_name~Aux Delices|OFFER->Restaurants^party_size~3|OFFER->Restaurants^date~today|OFFER->Restaurants^time~7 pm|NOTIFY_FAILURE->Restaurants^~<|endaction|><|beginresponse|>They are located at 2327 Polk Street. Unfortunately, I was unable to make the reservation for you. Would you prefer a reservation at Aux Delices today for 3 people at 7 pm instead?<|endresponse|><|endtarget|>"
"1_00012","9","<|begincontext|><|user|>Hello, could you help me search for a place to dine in?<|system|>Sure thing, which area are you interested in and what is your preferred cuisine, such as Italian and Indian?<|user|>I would prefer a restaurant which serves up Cambodian food in SF.<|system|>I have managed to find a nice restaurant called Anh Hong which is located in San Francisco.<|user|>Are there any alternative restaurants?<|system|>Yes there is, Aux Delices is also a nice restaurant located in San Francisco.<|user|>Sure, that sounds great!<|system|>Would you like me to make a reservation?<|user|>Yes, please do so.<|system|>What time would you like dine in at the restaurant?<|user|>I would prefer to dine in at 19:15.<|system|>Please confirm your reservation for 2 people at Aux Delices in San Francisco at 7:15 pm today.<|user|>Sorry, could you change the booking to 18:30 for 3 people?<|system|>Sure, please confirm your reservation at 6:30 pm for 3 people.<|user|>That's fine for me. May I know where they are located at?<|system|>They are located at 2327 Polk Street. Unfortunately, I was unable to make the reservation for you. Would you prefer a reservation at Aux Delices today for 3 people at 7 pm instead?<|beginlastuserutterance|>No, thank you anyway.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->SF~San Francisco|Restaurants^cuisine->Cambodian|Restaurants^date->today|Restaurants^party_size->3|Restaurants^restaurant_name->Aux Delices|Restaurants^time->18:30~6:30 pm<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>NEGATE->Restaurants^~|GOODBYE->Restaurants^~<|enduseraction|><|beginaction|>GOODBYE->Restaurants^~<|endaction|><|beginresponse|>No problem, have a great day ahead!<|endresponse|><|endtarget|>"
"1_00013","1","<|begincontext|><|beginlastuserutterance|>I have a plan to eat out side for which I need some best places, can you search one for me?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|><|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM_INTENT->Restaurants^intent~FindRestaurants<|enduseraction|><|beginaction|>REQUEST->Restaurants^cuisine~|REQUEST->Restaurants^city~<|endaction|><|beginresponse|>Do you have any interested type of food to eat and in which city?<|endresponse|><|endtarget|>"
"1_00013","2","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|beginlastuserutterance|>Asian kind of food will be good for me and please search it in Fremont City.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^cuisine~Asian|INFORM->Restaurants^city~Fremont<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Asian pearl Seafood Restaurant|OFFER->Restaurants^city~Fremont|INFORM_COUNT->Restaurants^count~3<|endaction|><|beginresponse|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|endresponse|><|endtarget|>"
"1_00013","3","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|user|>Asian kind of food will be good for me and please search it in Fremont City.<|system|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|beginlastuserutterance|>Yes, I like the same.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian|Restaurants^restaurant_name->Asian pearl Seafood Restaurant<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>SELECT->Restaurants^~<|enduseraction|><|beginaction|>OFFER_INTENT->Restaurants^intent~ReserveRestaurant<|endaction|><|beginresponse|>Shall I make a reservation at this restaurant?<|endresponse|><|endtarget|>"
"1_00013","4","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|user|>Asian kind of food will be good for me and please search it in Fremont City.<|system|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|user|>Yes, I like the same.<|system|>Shall I make a reservation at this restaurant?<|beginlastuserutterance|>Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian|Restaurants^restaurant_name->Asian pearl Seafood Restaurant|Restaurants^time->half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM_INTENT->Restaurants^~|INFORM->Restaurants^time~half past 1 in the afternoon<|enduseraction|><|beginaction|>CONFIRM->Restaurants^restaurant_name~Asian Pearl Seafood REstaurant|CONFIRM->Restaurants^city~Fremont|CONFIRM->Restaurants^time~1:30 pm|CONFIRM->Restaurants^date~today|CONFIRM->Restaurants^party_size~2<|endaction|><|beginresponse|>Please confirm to book a table for 2 persons in Asian Pearl Seafood REstaurant in Fremont at 1:30 pm on today.<|endresponse|><|endtarget|>"
"1_00013","5","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|user|>Asian kind of food will be good for me and please search it in Fremont City.<|system|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|user|>Yes, I like the same.<|system|>Shall I make a reservation at this restaurant?<|user|>Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.<|system|>Please confirm to book a table for 2 persons in Asian Pearl Seafood REstaurant in Fremont at 1:30 pm on today.<|beginlastuserutterance|>change it to March 10th.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian|Restaurants^date->March 10th|Restaurants^restaurant_name->Asian Pearl Seafood REstaurant~Asian pearl Seafood Restaurant|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^date~March 10th|NEGATE->Restaurants^~<|enduseraction|><|beginaction|>CONFIRM->Restaurants^date~March 10th|CONFIRM->Restaurants^party_size~2<|endaction|><|beginresponse|>Please confirm to book for 2 persons on March 10th.<|endresponse|><|endtarget|>"
"1_00013","6","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|user|>Asian kind of food will be good for me and please search it in Fremont City.<|system|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|user|>Yes, I like the same.<|system|>Shall I make a reservation at this restaurant?<|user|>Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.<|system|>Please confirm to book a table for 2 persons in Asian Pearl Seafood REstaurant in Fremont at 1:30 pm on today.<|user|>change it to March 10th.<|system|>Please confirm to book for 2 persons on March 10th.<|beginlastuserutterance|>Yes, confirmed. continue with reservation.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian|Restaurants^date->March 10th|Restaurants^party_size->2|Restaurants^restaurant_name->Asian Pearl Seafood REstaurant~Asian pearl Seafood Restaurant|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM->Restaurants^~<|enduseraction|><|beginaction|>NOTIFY_SUCCESS->Restaurants^~<|endaction|><|beginresponse|>Your booking was confirmed.<|endresponse|><|endtarget|>"
"1_00013","7","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|user|>Asian kind of food will be good for me and please search it in Fremont City.<|system|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|user|>Yes, I like the same.<|system|>Shall I make a reservation at this restaurant?<|user|>Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.<|system|>Please confirm to book a table for 2 persons in Asian Pearl Seafood REstaurant in Fremont at 1:30 pm on today.<|user|>change it to March 10th.<|system|>Please confirm to book for 2 persons on March 10th.<|user|>Yes, confirmed. continue with reservation.<|system|>Your booking was confirmed.<|beginlastuserutterance|>Thanks for your help.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian|Restaurants^date->March 10th|Restaurants^party_size->2|Restaurants^restaurant_name->Asian Pearl Seafood REstaurant~Asian pearl Seafood Restaurant|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>THANK_YOU->Restaurants^~<|enduseraction|><|beginaction|>REQ_MORE->Restaurants^~<|endaction|><|beginresponse|>Any other help you need?<|endresponse|><|endtarget|>"
"1_00013","8","<|begincontext|><|user|>I have a plan to eat out side for which I need some best places, can you search one for me?<|system|>Do you have any interested type of food to eat and in which city?<|user|>Asian kind of food will be good for me and please search it in Fremont City.<|system|>Found 3 results, Asian pearl Seafood Restaurant is the best one in Fremont city, hope you like it.<|user|>Yes, I like the same.<|system|>Shall I make a reservation at this restaurant?<|user|>Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.<|system|>Please confirm to book a table for 2 persons in Asian Pearl Seafood REstaurant in Fremont at 1:30 pm on today.<|user|>change it to March 10th.<|system|>Please confirm to book for 2 persons on March 10th.<|user|>Yes, confirmed. continue with reservation.<|system|>Your booking was confirmed.<|user|>Thanks for your help.<|system|>Any other help you need?<|beginlastuserutterance|>No, thanks. that's all.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>NONE<|endintent|><|beginbelief|>Restaurants^city->Fremont|Restaurants^cuisine->Asian|Restaurants^date->March 10th|Restaurants^party_size->2|Restaurants^restaurant_name->Asian Pearl Seafood REstaurant~Asian pearl Seafood Restaurant|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>NEGATE->Restaurants^~|THANK_YOU->Restaurants^~<|enduseraction|><|beginaction|>GOODBYE->Restaurants^~<|endaction|><|beginresponse|>Have a great day.<|endresponse|><|endtarget|>"
"1_00014","1","<|begincontext|><|beginlastuserutterance|>I want to find a restaurant in Albany.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Albany<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^city~Albany|INFORM_INTENT->Restaurants^intent~FindRestaurants<|enduseraction|><|beginaction|>REQUEST->Restaurants^cuisine~<|endaction|><|beginresponse|>What type of restaurant would you like<|endresponse|><|endtarget|>"
"1_00014","2","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|beginlastuserutterance|>Barbecue is the best.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^cuisine~Barbecue<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Cafe Eugene|OFFER->Restaurants^city~Albany|INFORM_COUNT->Restaurants^count~2<|endaction|><|beginresponse|>I have 2 options. Cafe Eugene in Albany is a good choice.<|endresponse|><|endtarget|>"
"1_00014","3","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|user|>Barbecue is the best.<|system|>I have 2 options. Cafe Eugene in Albany is a good choice.<|beginlastuserutterance|>What is the other option?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST_ALTS->Restaurants^~<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Juanita & Maude|OFFER->Restaurants^city~Albany<|endaction|><|beginresponse|>Juanita & Maude in Albany is great.<|endresponse|><|endtarget|>"
"1_00014","4","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|user|>Barbecue is the best.<|system|>I have 2 options. Cafe Eugene in Albany is a good choice.<|user|>What is the other option?<|system|>Juanita & Maude in Albany is great.<|beginlastuserutterance|>Yes that sounds good.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue|Restaurants^restaurant_name->Juanita & Maude<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>SELECT->Restaurants^~<|enduseraction|><|beginaction|>OFFER_INTENT->Restaurants^intent~ReserveRestaurant<|endaction|><|beginresponse|>Would you like a table?<|endresponse|><|endtarget|>"
"1_00014","5","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|user|>Barbecue is the best.<|system|>I have 2 options. Cafe Eugene in Albany is a good choice.<|user|>What is the other option?<|system|>Juanita & Maude in Albany is great.<|user|>Yes that sounds good.<|system|>Would you like a table?<|beginlastuserutterance|>Yes please reserve me a table for the 13th of March.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue|Restaurants^date->13th of March|Restaurants^restaurant_name->Juanita & Maude<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM_INTENT->Restaurants^~|INFORM->Restaurants^date~13th of March<|enduseraction|><|beginaction|>REQUEST->Restaurants^time~<|endaction|><|beginresponse|>What time would you like?<|endresponse|><|endtarget|>"
"1_00014","6","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|user|>Barbecue is the best.<|system|>I have 2 options. Cafe Eugene in Albany is a good choice.<|user|>What is the other option?<|system|>Juanita & Maude in Albany is great.<|user|>Yes that sounds good.<|system|>Would you like a table?<|user|>Yes please reserve me a table for the 13th of March.<|system|>What time would you like?<|beginlastuserutterance|>5 o""clock in the evening please.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue|Restaurants^date->13th of March|Restaurants^restaurant_name->Juanita & Maude|Restaurants^time->5 o""clock in the evening<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^time~5 o""clock in the evening<|enduseraction|><|beginaction|>CONFIRM->Restaurants^restaurant_name~Juanita & Maude|CONFIRM->Restaurants^city~Albany|CONFIRM->Restaurants^time~5 pm|CONFIRM->Restaurants^party_size~2|CONFIRM->Restaurants^date~March 13th<|endaction|><|beginresponse|>Making a dinner reservation for 2 people at Juanita & Maude on March 13th at 5 pm in Albany. Is that Correct?<|endresponse|><|endtarget|>"
"1_00014","7","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|user|>Barbecue is the best.<|system|>I have 2 options. Cafe Eugene in Albany is a good choice.<|user|>What is the other option?<|system|>Juanita & Maude in Albany is great.<|user|>Yes that sounds good.<|system|>Would you like a table?<|user|>Yes please reserve me a table for the 13th of March.<|system|>What time would you like?<|user|>5 o""clock in the evening please.<|system|>Making a dinner reservation for 2 people at Juanita & Maude on March 13th at 5 pm in Albany. Is that Correct?<|beginlastuserutterance|>Yes is great.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue|Restaurants^date->13th of March~March 13th|Restaurants^party_size->2|Restaurants^restaurant_name->Juanita & Maude|Restaurants^time->5 o""clock in the evening~5 pm<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM->Restaurants^~<|enduseraction|><|beginaction|>NOTIFY_SUCCESS->Restaurants^~<|endaction|><|beginresponse|>Your reservation is successful.<|endresponse|><|endtarget|>"
"1_00014","8","<|begincontext|><|user|>I want to find a restaurant in Albany.<|system|>What type of restaurant would you like<|user|>Barbecue is the best.<|system|>I have 2 options. Cafe Eugene in Albany is a good choice.<|user|>What is the other option?<|system|>Juanita & Maude in Albany is great.<|user|>Yes that sounds good.<|system|>Would you like a table?<|user|>Yes please reserve me a table for the 13th of March.<|system|>What time would you like?<|user|>5 o""clock in the evening please.<|system|>Making a dinner reservation for 2 people at Juanita & Maude on March 13th at 5 pm in Albany. Is that Correct?<|user|>Yes is great.<|system|>Your reservation is successful.<|beginlastuserutterance|>Thanks for your help.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Albany|Restaurants^cuisine->Barbecue|Restaurants^date->13th of March~March 13th|Restaurants^party_size->2|Restaurants^restaurant_name->Juanita & Maude|Restaurants^time->5 o""clock in the evening~5 pm<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>THANK_YOU->Restaurants^~<|enduseraction|><|beginaction|>REQ_MORE->Restaurants^~<|endaction|><|beginresponse|>Is there anything else?<|endresponse|><|endtarget|>"
